id	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	
2460				0.3	0.1	0.1	0.16	0.23	0.1	0.15	0.135	0.06	0.06	0.07	0.12	0.1	0.08	0.06	0.06	0.08	
2461			0.15	0.12	0.12	0.12	0.25	0.15	0.13	0.13	0.16	0.1	0.08	0.07	0.06	0.05	0.04	0.02	0.02	0.025	
2462				0.05	0.1	0.15	0.05		0.1		0.1	0.1		0.5	0.15	0.15	0.3	0.15	0.2	0.2	
2463				0.2	0.15	0.1	0.12	0.2	0.08	0.08	0.08	0.1	0.06	0.11	0.085	0.025	0.025	0.027	0.028	0.029	
2464				0.15	0.15	0.075	0.116	0.133	0.143		0.18	0.18	0.18	0.17	0.18	0.19	0.1	0.03	0.03	0.032	
2465				0.1	0.1	0.1	0.1	0.1	0.1						0.3	0.171	0.218	0.1432	0.107	0.019	
2466				0.3	0.3	0.4	0.25	0.3		0.2	0.4	0.45	0.6	0.6	0.7	0.7	1	1.1	1.2	1.3	
2467				0.36	0.45	0.15	0.2	0.1	0.1	0.02	0.01	0.01	0.01	0.03	0.02	0.03	0.06	0.1	0.09	0.28	
2468			0.1	0.05		0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01			0.4	0.7	0.73	1	1.23	
2469			0.06	0.05	0.058	0.1	0.12	0.07			0.06	0.06	0		0.02	0.01	0.02	0.025	0.133		
2470					0											0.02	0.02	0.05	0.02		
2471			0.1875	0.2	0.25	0.1	0.1	0.1	0.1			0.02								0.1	
2472					0.43	0.2	0.11	0.1	0.07	0.1	0.05	0.05	0.08	0.1	0.16	0.18	0.26	0.1	0.29	0.32	
2473				0.3	0.3	0.2	0.05					0.05	0.05	0.11	0.14	0.17	0.17	0.09		0.37	
2474						0.2	0.2	0.23	0.15	0.12	0.15	0.1	0.15	0.12	0.16	0.17	0.1	0.12	0.15	0.15	
2475							0.06	0.07	0.08	0.1	0.15	0.08	0.05		0.025	0.04	0.03	0.0085	0.03	0.03	
2476					0.15	0.4	0.2	0.1	0	0.06		0		0.05							
2477					0.1								0.015								
2478				0.1					0	0.1	0.1		0.1	0.02	0.02	0.1	0.06	0.08	0.08	0.04	
2479			0.03			0.02															
2480				0.2	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.07974	0.05	0.055	0.1	0.06	0.07	0.03	0.1	0.15	
2481				0.2	0.2	0.3	0.22	0.14	0.05	0.05	0.05	0.22	0.2	0.07	0.015				0		
2482			0.1	0	0	0.1		0	0.06	0.15	0.06	0.1	0.15	0.12	0.1	0.1	0.03	0.03	0.05	0.05	
2483				0.1	0.1	0.1	0.2	0.1	0.06	0.1	0		0.035	0.03	0.1	0.23	0.25	0.1	0.05	0.05	
2484					0.05	0.05	0.05		0.1		0.1	0.06			0.015	0.01	0.01	0.015	0.025		
2485				0.05	0.1	0.13	0.07	0.2		0.3	0.35	0.3	0.35	0.25	0.35	0.65	0.43	0.5	1.2	1.69	
2486				0.3		0.1	0		0.05		0.06	0	0.025						0.06	0.06	
2487				0.05					0	0.05	0.1	0.1	0.1	0.1	0.12	0.081	0.07	0.045	0.05	0.045	
2488			0.6	0.6	0.375	0.32	0.66	0.68	1	0.3	0.6	0.22	0.4	0.2	0.3	0.3	0.15	0.13	0.15	0.25	
2489			0.15	0.2	0.25	0.2	0.1	0.05	0.05	0.02	0.02	0.025	0.015	0.055	0.028	0.0155	0.009	0.05	0.058	0.02	
2490				0.1	0.05	0.05	0.06	0.06	0.1	0.05	0.1	0.05	0.05	0.1	0.02	0.06	0.08	0.12	0.12		
2491					0.2	0.22	0.25	0.3	0.365	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	
2492				0.05												0.15	0.2	0.2	0		
2493						0.125	0.115		0.15		0.1		0.08	0.15	0.12	0.12	0.02	0.06	0.05		
2494				0.2	0.2	0.02		0.1	0.1	0.05	0.06	0.05		0.02							
2495			0.05	0.18	0.12	0.3	0.31	0.5	0.6	1.1	0.4	0.1	0.06	0.12	0.22	0.1	0.05	0.1	0.2	0.53	
2496				0.1	0.2	0.15	0.1	0.1	0.11			0.12	0.15	0.18	0.2	0.28	0.12	0.15	0.16	0.1	
2497				0.13	0.22	0.05	0.444	0.278	0.272	0.2679	0.14811	0.155	0.185			0.39	0.295	0.34	0.27	0.4	
2498	0.1	0.1	0.11	0.22	0.2	0.15	0.16	0.22	0.22	0.25	0.16	0.18	0.26	0.4	0.45	0.45	0.39	0.35	0.42	0.48	
2499		0			0	0.02	0.02	0.016		0.022	0.01	0.01	0.01	0.012	0.01	0.012	0.01	0.01		0.01	
2500	0.1	0.1	0.01	0.05	0.05	0.05	0.02	0									0.037	0.054	0.061	0.06	
2501	0																		0	0.3	
2502														0.028	0.031	0.00239	0.02	0.02	0.012	0.025	
2503														0.015	0.015	0.017	0.021	0.051	0.06	0.04	
2504	0	0.12	0	0.1	0.1	0.1	0.1	0	0.05	0.1	0.05	0.05	0.05	0.062	0.041		0.2	0.25	0.25	0.3	
2505	0				0																
2506																					
2507																					
2508	0.22	0.25	0.26	0.18	0.2	0.2	0.2	0	0	0.13	0.1	0.08	0.07	0.08	0.08	0.09	0.1	0.075	0.12	0.12	
2509								0.1	0.25	0.1	0.2	0	0.1	0.6	0.86	0.9	0.96	1	1.05	1.1	
2510																0.065	0.065	0.03	0.03		
2511				0.1						0				0.04	0.02	0.035	0.01	0.02			
2512		0.05																			
2513	0.05	0.11	0.18	0.14	0	0.2	0.1	0.17		0.2	0	0.15	0.1	0.1	0.1	0.05	0.05	0.05	0.05		
2514	0									0.005					0.005				0.035	0.12	
2515			0.09		0	0.2	0.15	0.1	0		0.1		0.1	0.12	0.1	0.1	0.08	0.1	0.12	0.15	
2516		0.05	0.03	0.04	0.02	0.01	0.012	0.01	0.01	0	0.03	0		0.01	0.15	0.07	0.04	0.03	0.03	0.03	
2517						0.08	0.1		0.05	0.12	0.15	0.15	0.15	0.18	0.2	0.21	0.21	0.21	0.21	0.16	
2518							0.05	0.05	0.06			0.108	0.058	0.1	0.108	0.15	0.105	0.06	0.1	0.26	
2519	0	0.05					0.0305	0.015	0.03				0.031	0.036	0.043	0.031	0.03	0.025	0.025	0.025	
2520	0.1	0.09	0.2	0.2	0.1	0.1	0.1	0.1	0.15	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.05	
2521		0.1	0.05	0.12		0	0	0.13	0.13	0.1	0.11	0.11	0.12	0.15	0.15	0.15	0.06	0.12	0.21	0.13	
2522												0							0.15	0.18	
2523	0.1	0.12		0.06												0.045	0.058		0.091		
2524			0.01	0.05	0.07								0.2	0.25	0.35	0.22	0.16	0.095	0.18	0.08	
2525			0.02												0		0.065				
2526		0.1	0.175	0.1	0.1	0.05	0.1	0.1	0				0.02	0.11	0.06	0.01				0.37	
2527		0.1	0.1	0.1	0.1	0		0							0.04	0.11	0.23	0.34	0.35	0.27	
2528	0.15		0.08		0.1	0.1		0.1		0.13		0.17		0.1	0.228	0.1	0.13	0.1	0.35	0.255	
2529	0		0		0.03	0.05	0.095	0.11	0.11	0.125	0.11	0.1	0.08	0.11	0.14	0.14	0.14	0.17	0.26	0.3	
2530	0.2	0.1	0.07	0.03	0.03				0.15						0.046	0.05	0.026	0.007	0.1	0.1	
2531	0	0.2	0.165	0.1	0.1	0.22		0.15	0.5	0.45			0.05	0.05	0.1	0.15	0.08	0.27	0.633	0.196	
2532		0.01																			
2533											0	0.03		0.065	0.073			0.105	0.05		
2534		0										0.14	0.1	0.14	0.15	0.19	0.15	0.2	0.2	0.22	
2535	0.1	0.16	0.05	0.08	0.05	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.05	0.15	0.15	0.2			0.25	0.05	
2536			0			0.2	0.3	0.35	0.4	0.3	0.3	0.3	0.3	0.23	0.26	0.25	0.25	0.25	0.25	0.25	
2537		0	0.12			0.1		0		0		0.04	0.023	0.045	0.024	0.02	0.115	0.107	0.017		
2538		0.07			0.05				0	0				0.107	0.003		0.027	0.043			
2539	0	0.02	0							0											
2540			0		0	0								0.042	0.048	0.1	0.1				
2541	0.1	0.1	0.08	0.08	0.08	0.12	0.12	0.06	0.1	0.07	0.08	0.05	0.07	0.203	0.21	0.21	0.17	0.1	0.15	0.27	
2542		0.1	0.06	0									0.06	0.07	0.08	0.1	0.1	0.12	0.12	0.12	
2543												0.125	0.17	0.221	0.258	0.26	0.269	0.187	0.191	0.137	
2544		0.27	0.135	0.15	0.3			0.31	0.5		0.17	0.57	0.4	0.5	0.5	0.75	0.75	0.75	0.75	0.75	
2545		0.15	0.15	0.1	0	0.05	0.03	0.03	0.04			0.03									
2546		0.1		0.3	0	0	0.15	0.11	0	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.06	0.04	
2547		0.1		0.05	0.06	0.05	0.06	0.065	0.081	0.114	0.145	0.15	0.15	0.163	0.226	0.4288	0.508	0.394	0.466	0.499	
2548	0.12	0.15	0.1	0.12	0.1				0.1	0.59	0.49	0.58			0.066		0	0.5	0.5		
2549			0.025		0.04	0.05	0.06	0.05	0.05	0.04	0.06		0	0.085	0.1	0.105	0.08	0.08	0.089	0.146	
2550	0.1	0.05		0.1					0			0.1		0.011	0.014	0.011		0			
2551								0.01123	0.0136	0.0139		0.055			0.01	0.01	0.01	0.04	0.1	0.137	
2552			0.1		0.1					0.03	0.05		0.12	0.15	0.18	0.25	0.18	0.25	0.1	0.3	
2553		0.02	0.01			0.18															
2554						0.05		0.05	0	0.1			0.04	0.1	0.05	0.06	0.03			0.07	
2555	0	0.1	0	0.2	0.1	0.125	0.18	0	0	0.16	0	0.1	0.015	0.12	0.1					0.18	
2556		0.2	0.1	0.15	0.2	0.1	0.08	0.08	0.15	0	0.1	0.12	0.1	0.1	0.11	0.12	0.12	0.1	0.14	0.1	
2557	0.1	0.08	0.1												0.05		0.02	0.02	0.07	0.12	
2558																					
2559			0																		
2560	0.1	0.15	0.15	0.15	0.15	0.12	0.1	0.03	0.05	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.09	0.09	0.09		
2561						0.1		0.023			0.05			0.065	0.031		0.13	0.2	0.2	0.2	
2562	0.05			0.05			0.05				0.2	0	0	0.21	0.06	0.08	0.08	0.05	0.05	0.036	
2563									0.5	0.45	0.28	0.1		0.12	0.01		0.03	0.016			
2564		0.2	0.15	0.2	0.13	0.15	0.15	0.15	0.15	0.05	0.05	0.1	0.1	0.15	0.2		0.16		0.1	0.027	
2565		0.15											0.01	0.06	0.08	0.06	0.03	0.035	0.04		
2566	0.05	0.06		0.05	0.08	0.2	0.1	0.04	0.09		0.03	0.1	0.05		0.05		0.1	0.25	0.3	0.25	
2567	0	0.06																	0.015	0.017	
2568	0.2	0.2	0.3	0.3	0.05	0.3	0.1	0.15	0.2	0.15	0.3	0.1	0.17	0.37	0.46	0.492	0.212	0.248	0.342	0.351	
2569														0		0					
2570			0.05	0	0	0	0	0	0	0											
2571		0.1				0.1			0	0.15			0.15			0.2	0		0.1		
2572		0.22	0.2	0.1	0.1	0.1	0.3	0.33					0.3	1	1.22	1.26	0.46	0.72	0.9		
2573																					
2574		0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.33	0.33	0.35	0.35	0.37	0.39	
2575																					
2576		0.0375	0.0162	0.0167	0.0165											0.11		0.2	0.1	0	
2577		0.1												0.015	0.0075			0.023			
2578	0.3						0.02	0.03		0.065	0.06	0.06	0.18	0.33	0.02	0.02	0.01	0.072	0.043	0.103	
2579											0	0.2	0.3	0.2	0.2	0.2	0.25	0.2	0.25	0.2	
2580	0.15	0.2	0.1	0.1	0.1	0	0.1	0.08	0.1	0.1	0.2	0.03	0.05	0.18	0.1	0.15	0.25	0.5	0.2	0.25	
2581																				0.045	
2582		0.12	0.169	0.18	0.1	0.3															
2583					0	0.05	0.1	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.15	0.2	0.2	
2584			0.035	0.07		0.035			0.05			0.05						0.054	0.042	0.105	
2585			0.05	0.05	0.05												0.02	0.02	0.1	0.023	
2586	0.06	0.06	0.06			0.02	0.02			0.17			0.07	0.036	0.01	0.009	0.016		0.003		
2587	0.2	0.16	0.1	0.1	0.05		0.06	0.06	0.08	0.01		0.04					0.02	0.045	0.09	0.1	
2588		0.05		0																	
2589		0															0		0.071		
2590		0.1	0.08	0.03		0.02									0.1	0.1		0.1		0.1	
2591	0.3	0.1	0.08	0.12			0.15	0.1	0.1		0.1	0.1	0.1	0.18	0.192	0.207	0.22	0.227	0.148	0.108	
2592	0	0.5	0.2			0.6					0.2			0.15	0.11	0.063	0.095	0.1	0.09		
2593		0	0.05	0.05					0.05	0.15	0.15	0.15	0.15	0.05	0.15	0.22	0.07	0.065	0.23	0.296	
2594																					
2595		0.075																			
2596	0.15	0.089	0.1											0.25	0.16	0.16	0.16	0.15	0.18	0.17	
2597	0			0.125		0.2							0.1	0.1	0.12	0.1				0.02	
2598			0.2	0.2		0.05	0.1	0.1	0.3	0.2	0.023	0.1	0.05								
2599		0.1																			
2600		0.1	0.05	0.05	0.1												0		0.031	0.057	
2601	0.23	0.27	0.13	0.15	0.15	0.16	0.16	0.18	0.2	0.2	0.2	0.2	0.45	0.5638	0.65	0.365	0.28	0.56	0.6	0.65	
2602				0.05	0			0.02223							0.1				0.061	0.044	
2603		0.05	0.02	0.02		0.02															
2604	0.1						0.01							0.1							
2605																					
2606																					
2607		0									0					0			0.06	0.061	
2608	0.1	0.15	0.1	0.12	0.12	0.15	0.18	0.18	0.023	0.09	0.1	0.012	0.04	0.052	0.066	0.049	0.05	0.078	0.145		
2609			0.025	0.05						0.073	0.028		0.03		0.03	0.03	0.035	0.13	0.17		
2610		0.1												0.12	0.1			0.07	0.1	1.6	
2611	0	0.2	0.05		0.1	0.05	0.1	0.073				0.1				0.2			0.18		
2612		0.1	0.1		0.4	0.2	0.1	0.1	0											0.2	
2613	0	0.19	0.1	0.1	0.05	0.1	0	0	0	0.0491	0.275	0.22	0.3	0.37	0.47	0.52	0.81	1	1.05	1.05	
2614	0.25	0.15	0.25	0.08	0.05					0.15	0.18	0.3	0.2	0.56	0.35	0.48	0.5	0.5	0.5	0.6	
2615										0.25	0.1	0.1	0.1	0.05	0.12	0.12	0.08	0.1	0.1	0.12	
2616																			0.02		
2617		0.05													0.028			0.035	0.12		
2618		0.0446	0.05	0.0625	0.05	0.2															
2619					0.05	0.07	0.09	0.1	0.0096	0.03	0.035	0.035	0.038	0.06	0.05	0.071	0.038	0.038	0.048	0.03	
2620									0					0.025							
2621		0.1	0.1	0.1	0.1	0.1	0.2	0.07	0.17	0.39	0.3	0.3	0.3	0.3	0.3	0.3	0.4	0.4	0.45	0.35	
2622																					
2623																					
2624		0.1	0.1	0.1	0.06	0.16	0.25	0.3	0.35	0.35	0.36	0.38	0.36	0.37	0.38	0.4	0.48	0.48	0.56	0.6	
2625				0.1	0.15	0.1	0.1	0.1	0.15	0.15	0.15	0.1	0.07	0.1	0.22	0.1	0.1	0.12	0.2	0.27	
2626		0.1	0.05		0.05								0.05	0.043	0.01		0.06	0.11	0.115	0.115	
2627	0.1	0.12	0.05		0.05											0.02	0.03157	0.05	0.1	0.15	
2628											0		0.06	0.093	0.012	0	0.016	0.01			
2629		0.05																			
2630		0.3	0.2	0.2	0.15	0.15	0.15	0.2	0.2	0.1	0.1	0.3	0.2	0.21	0.3	0.3	0.2	0.3	0.5	0.35	
2631																		0.13	0.03		
2632		0.2	0.075	0.08		0.03	0.03		0.03	0.03	0.03	0.02	0.02	0.023	0.01	0.01			0.062		
2633						0.06		0.053	0.14	0.06	0.05	0.04	0.02	0.04	0.04	0.04	0.04	0.04	0.02	0.043	
2634													0								
2635	0																				
2636						0.035	0.02		0.02												
2637																					
2638		0.1	0.05					0.06			0		0.05	0.05							
2639	0			0.068																0	
2640		0.1	0										0.035	0.018	0.02	0.01	0.01	0.01	0.01	0.015	
2641		0.1	0.0125	0										0.04			0.04	0.04	0.03	0.03	
2642									0.08				0.05	0.06	0.066	0.066	0.068	0.07	0.07	0.08	
2643	0.15	0.3	0.2			0.035						0.12	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06	
2644		0.15	0.2		0.03			0			0.02										
2645	0.2	0.08	0.08	0.1		0.05				0.05	0.05	0.05	0.05	0.33	0.28	0.09					
2646	0	0.1	0.05			0.1	0.13	0.156	0.38	0.53	0.54	0.23	0.23	0.23			0.075	0.46	0.62	1.142	
2647		0																	0.128		
2648	0.09	0.09	0.11	0.125	0.1	0.1	0.12	0.139	0.08	0.06	0.06	0.06	0.03				0.03	0.02	0.09	0.2	
2649												0.09		0.15	0.1	0.15	0.1	0.15	0.05	0.1	
2650	0	0.08	0										0.12	0.03	0.03	0.02		0.03		0.012	
2651	0.1	0.1	0.1	0.12	0.2	0.25		0.3	0.5	0.1	0.3	0.3	0.3	0.3	0.3			0.175			
2652	0	0.03	0.065	0.035		0.02	0.03	0.04	0.04	0.04	0.04	0.04	0.1	0.05	0.05	0.03	0.032	0.035	0.061	0.023	
2653	0.06	0.08	0.08		0.06								0.02					0.02	0.03	0.04	
2654	0.24	0.1							0		0.1		0.1	0.2	0.22	0	0.1	0.1	0.11	0.18	
2655				0.05		0.02	0.03	0.06	0	0.004	0.06	0.05	0.03	0.05	0.05	0.02	0.02	0.015	0.015	0.016	
2656				0	0	0.2															
2657		0.05																			
2658												0	0.07	0.21	0.11	0.1	0.01	0.01		0.012	
2659	0.3	0.15	0.1819	0.2	0	0.1	0	0.05				0.02			0.03			0.05	0.03		
2660		0.06658	0.08	0.06	0.05	0.02		0.02	0.02	0.01	0.01	0.01	0.01		0.01		0.03	0.03	0.05	0.03	
2661	0.125	0.125	0.125	0.1	0.13	0.14	0.15	0.168	0.165	0.2	0.02	0.04	0.03		0.01	0.01	0.01	0.03	0.05	0.06	
2662	0	0.025																			
2663		0.04	0.035	0.04	0.06	0.06	0.06	0.06	0.12	0.15	0.2	0.2	0.15	0.18	0.2	0.17	0.05	0.1	0.28	1.15	
2664	0.15				0.035	0.035			0.03				0.05	0.03	0.016	0.039		0.011		0.033	
2665		0.1	0.12				0									0.16	0.1	0.1	0.1	0.21	
2666									0.025	0	0.04			0.05	0.1	0.12	0.16	0.165	0.165		
2667		0.04							0.04			0.2	0.15	0.15	0.15	0.15	0.1	0.1			
2668												0		0.014	0.02	0					
2669		0.02	0.02	0.035	0.21	0.22	0.16	0.13	0.13		0.04	0.05							0.165	0.31	
2670			0.06	0.024	0.07	0.15	0.2	0.45	0.16	0.4	0.5	0.5	0.5	0.8	0.35		0.32	0.55	0.6	0.75	
2671		0	0.05	0.05	0.05	0.05	0.07	0.055	0.15		0.02	0.05	0.05							0.45	
2672		0.1	0.025		0			0.008	0.01	0.015					0.03	0.03		0	0.021		
2673		0.05	0.05		0.03	0.04								0.037			0.02	0.02	0.01	0.03	
2674	0	0.05				0.03		0.08	0.09	0.12			0.07	0.075	0.07	0.105	0.1	0.083	0.08	0.065	
2675		0.1	0.05	0.1	0.1		0.025		0.03	0.045	0.05	0.1	0.1	0.05							
2676					0	0.05	0														
2677										0.05	0.03			0.025	0.04		0.03			0.05	
2678	0.1	0.22	0.22	0.2	0.24	0.2	0.1	0.02	0.09	0.02		0.0375	0.02	0.025	0.04	0.02		0.073	0.016	0.03	
2679		0.055	0.05	0.05	0.05			0.1		0.1	0.2	0.2		0.27	0.3	0.15	0.15	0.16	0.18	0.19	
2680		0.095																			
2681			0.02						0.1		0.1		0.1								
2682	0.3		0.073			0.05	0.04448	0.05	0.05	0.03					0.15	0.17	0.11	0.08	0.06	0.26	
2683	0.15	0.132	0.15	0.15	0.15	0.15	0.1	0	0	0.06	0.06	0.06	0.06	0.065	0.06	0.063	0.055	0.043	0.04	0.032	
2684		0.05	0.03			0.15		0.038	0	0.11	0.051	0.05	0.04	0.032	0.02	0.015	0.017	0.014	0.015	0.01	
2685	0.2		0.1									0.03	0.03	0.04	0.05	0.38	0.38	0.6	0.21	0.17	
2686	0.0931	0.1	0	0.15	0.1	0.15	0.15	0.1	0.28	0.05	0.2		0.25	0.3	0.23	0.25		0.18	0.18	0.18	
2687	0.29	0.1	0	0.05							0.15	0.03	0.04	0.03	0.09	0.05	0.1	0.3	0.15	0.1	
2688		0.1	0.02		0	0.02	0.1		0.1	0.74	0.68	0.49			0.133			0.5	0.5		
2689			0.1		0.1	0.1		0.06	0.03	0.03		0.05	0.05	0.05	0.12	0.08	0.1			0.06	
2690				0	0.03				0	0.05	0.05		0.03	0.04	0.01	0.03		0.038	0.04	0.01	
2691									0.05	0.07	0.08	0.05	0.05	0.05	0.05	0.05	0.06	0.07	0.06	0.065	
2692	0	0	0.1	0.1	0.1	0.05	0.06	0.1	0.1	0.1	0.06	0.06	0.05	0.07	0.08	0.07	0.05	0.035	0.035	0.02	
2693	0.1	0.3	0.15	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.2	0.3	0.21	0.28	0.34	0.26	0.43	0.48	0.44	
2694							0.1		0		0.03			0.03	0.02	0.02	0.02		0.015		
2695	0.1	0											0.1	0.02	0.036	0.033	0.07	0.137	0.073	0.074	
2696								0.07	0.08	0.05	0	0		0.01	0.02			0.04	0.012	0.022	
2697	0.1	0.05	0.055	0.1	0.15	0.16				0.05	0.05	0.05	0.05	0.071	0.059	0.052	0.035	0.035	0.043	0.047	
2698				0	0																
2699											0										
2700				0.05					0.15	0.2	0.3	0.3	0.15	0.23	0.24	0.27	0.25	0.13	0.17	0.382	
2701	0	0.1		0.1		0.06	0.07	0.05	0.06		0.03		0.02	0.02	0.08	0.1	0.1	0.1	0.13	0.15	
2702																					
2703																			0.12	0.12	
2704	0	0.05									0.02	0.05		0.2	0.23	0.25	0.35	0.2	0.22	0.36	
2705	0.2	0.2	0.1	0.1	0.1	0.1	0.02									0.1	0.07	0.023	0.03	0.035	
2706					0.005						0.01	0.01	0.01	0.01	0.01	0.01	0.012	0.017	0.01	0.02	
2707	0.5	0.167	0.3	0.1	0.05	0.01									0.018				0.02	0.06	
2708					0.02			0.025							0.021	0.021	0.027	0.053		0.065	
2709	0.24	0.05															0		0.12		
2710	0.025	0.08	0.05	0.05	0.02					0.02	0.02	0.03	0.05	0.05	0.06	0.06	0.06	0.06			
2711								0.1	0.034	0.07	0.07	0.05	0.03	0.07	0.07	0.11	0.06	0.02	0.03	0.03	
2712	0	0.05	0.05	0.05		0.05	0.05	0.4	0.2	0.2	0.3	0.3	0.3	0.7	0.5	0.42	0.88	0.43	0.36	0.47	
2713	0.055	0.1	0.12	0.1	0.08	0.08	0.07														
2714		0.08	0.06	0.06	0.07	0.07	0.07	0.09	0.09	0.1	0.11	0.12	0.12	0.13	0.15	0.15	0.15	0.15	0.085	0.05	
2715		0.12												0.025						0.11	
2716	0.1	0.16	0.09	0.13	0.06	0.08	0.1	0.11	0.129	0.08			0.08		0.1		0.12		0.04	0.2	
2717	0.2	0.1	0.1		0.15	0.05		0.03			0.15										
2718		0.1		0.2						0	0	0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	
2719													1	0.2	0.1			0.041			
2720																					
2721	0.11	0.09	0.02	0.015	0.025	0.025						0.03	0.03								
2722		0.03									0.015			0.05	0.081	0.11	0.1	0.14	0.18	0.23	
2723								0.01				0.5		0.1	0.1	0.1	0.1	0.3	0.33	0.33	
2724						0.12	0.5	0.2	0.24	0.02	0.16	0.13	0.16	0.11	0.18	0.09	0.06			0.11	
2725																					
2726	0.12																				
2727	0	0.04512	0.1	0.05		0.1	0.10015	0.1		0	0.1			0.1			0.1	0			
2728		0.07	0.1	0.1	0.075		0.25	0.2	0.2	0.15	0.15		0.15	0.23	0.2	0.1	0.03	0.02	0.01		
2729		0.075	0.05	0.05		0				0.1	0.1	0.1	0.1	0.1	0.1				0.05		
2730			0.03				0								0.025						
2731	0	0.04	0.03	0.02				0.05			0.05	0.06	0.05	0.02	0.02	0.02	0.1	0.02	0.04	0.02	
2732		0.1	0.2	0.2	0.1	0.1	0.1	0.1	0.12	0.06	0.1	0.08	0.06	0.06	0.06	0.08	0.175	0.08	0.06	0.08	
2733																0.3	0.2	0.25	0.4	0.29	
2734	0.28	0.35	0.36	0.2	0.33	0.25	0.26	0.1	0			0	0.25	0.28	0.8	0.8	0.45	0.6	0.7	0.7	
2735		0.04	0.1	0.08		0.02	0.04371	0.02	0.04233	0.05	0.06	0.1	0.06	0.1	0.05		0.02	0.03	0.05	0.07	
2736	0	0.05	0.03	0.03	0.03	0.04		0	0.02		0.04	0.05			0.03	0.03	0.035	0.12		0.01	
2737	0.17	0.1	0.03																		
2738	0												0.05	0.05	0.035	0.04	0.08	0.06			
2739																		0			
2740										0.101	0.08	0.11	0.066	0.081	0.083	0.145	0.16	0.138	0.129	0.142	
2741	0.1	0.1	0.04		0.27	0.15										0.1	0.75	0.38	0.14	0.05	
2742		0.077	0	0	0.06	0.065	0.08	0.11	0.18	0.11	0.3	0.1	0.2	0.08	0.08	0.09	0.12	0.15	0.1	0.11	
2743	0.15	0.1	0.1	0.1	0.06	0.06	0.1	0.08	0.04	0.04	0.02	0.02			0.009						
2744		0.1	0.15	0.1	0.4	0.5	0.3	0.35	0.05	0.06	0.08	0.09	0.1	0.39	0.45	0.47	0.38	1.01	1.04	1.28	
2745					0.025											0.02	0.05				
2746																			0.053	0.047	
2747																			0.23	0.23	
2748																			0.05		
2749																			0.062	0.066	
2750																	0	0.1		0.1	
2751						0.15			0.06		0.06	0.1	0.05	0.026	0.025	0.03	0.01	0.026	0.051	0.015	
2752						0.2	0.1	0.3	0.1		0.15										
2753						0.05	0.2		0.2	0.1			0.05	0.05							
2754						0.1	0.15	0.08	0.02	0.01	0.05	0.025	0.02		0.006	0.004			0.038	0.027	
2755						0.05		0.03	0.04	0.04	0.03		0.03	0.03	0.07	0.07	0.07	0.07	0.07	0.15	
2756						0.1	0	0.05	0.1	0.08		0.05		0.005		0		0.022		0.017	
2757						0.1					0.05	0.2	0.2	0.1	0.1	0.025		0.03	0.032	0.032	
2758						0.25	0.39	0.38	0.4	0.05	0.03	0.025	0.507	0.21	0.025	0.041	0.171	0.088	0.168	0.265	
2759						0.1		0.6		0.3		0.8		0.26	0.1				0.36	0.41	
2760						0.2	0.05	0.05	0.05	0.07	0.1	0.15	0	0.1	0.08	0.1	0.09	0.09	0.022	0.029	
2761						0.07	0.22	0.15			0.12		0	0.05			0.05	0.1	0.1		
2762							0			0.05	0.15	0.3	0.4	0.38	0.38	0.38	0.2	0.1	0.2	0.2	
2763																		0.213	0.326	0.281	
2764						0.1	0.05	0.05	0.02	0.01	0.04	0.05	0.05	0.08	0.085	0.11	0.125	0.055	0.055	0.027	
2765						0.1	0.05												0.1	0.03	
2766						0.17	0.18	0.1	0.03	0.05	0.06	0.05	0.03	0.03	0.03	0.02	0.029	0.1	0.15	0.165	
2767						0.09	0.09	0.1	0.13	0.18	0.1	0.1	0.061	0.05	0.08	0.05	0.06	0.105	0.05	0.05	
2768						0.2													0		
2769						0.08	0.09	0.1	0.122	0.1	0.12	0.12	0.1	0.1	0.1	0.17	0.05	0.1	0.12	0.5	
2770					0.2			0.02		0.06				0.05			0.03	0.035	0.05	0.01	
2771						0.1	0.1	0.12	0.18	0.15	0.15	0.18	0.2	0.2	0.2	0.21	0.23	0.26	0.28	0.28	
2772						0.01									0						
2773						0.1	0.15	0.1	0.1	0.15	0.1				0.04	0.05	0.1	0.1	0.12	0.17	
2774						0.2	0.22		0.06	0.06	0.06	0.06	0.08	0.05	0.03	0.03	0.03	0.03	0.03	0.03	
