id	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
159	10.2	8.85	16.66	16.3	12.8	5.57	3.89	2.87	2.43	7.59	7.72	7.72	29.2	15.51	19.28	12.89	12.26	18.05	16.32	12.02	10
160	11.65	15.95	20.65	10.72	12.47	8.15	3.6	3.29	3.95	8.84	3.52	6.24	8.01	5.8	5.16	6.76	6.46	18.46	11.38	8.92	5.95
161	9.43	8.04	21.71	15.66	15.79	7.1	4.31	2.47	2.64	6.7	2.72	7.18	6.55	3.4	4.48	4.25	10.36	14.15	11.82	6.06	4.05
162	12.87	17.2	18.61	10.48	7.55	5.22	6.74	5.2	8.75	15.08	3.45	11.16	7.17	3.83	5.83	5.14	5.06	6.2	8.97	6.28	4.9
163	11.8	11.53	16.51	12.48	9.41	7.31	6.47	4.81	11.4	69.5	7.61	12.01	8.96	6.58	6.48	7.04	13.87	15.21	15.95	10.78	5.25
164	10.07	8.53	14.97	9.97	7.57	5.07	4.94	4.18	4.42	8.68	3.26	7.57	11.25	6.42	6.46	6.55	10.59	15.73	14.89	11.72	7.49
165	6.16	6.26	11.84	7.92	7.27	5.62	4.25	3.19	3.67	9.2	3.56	6.43	6.67	4.25	4.38	4.33	6.85	11.07	7.96	7.78	5.55
166	6.51	8.17	12.33	8	7.08	6.29	3.43	2.78	8.4	44.83	7.4	28	21.8	10.87	10.83	5.83	10.1	7.63	11.55	9.4	3.96
167	8.34	7.32	9.3	5.2	5.37	2.8	1.64	1.61	2.65	8.68	1.84	5.69	5.38	3.17	3.28	4.68	6.83	17.17	15.18	7.68	7.47
168	13.9	9.65	12.94	11.15	7.87	6.68	5.23	3.16	3.2	9.99	3.1	12.76	7.98	3.78	4.88	6.59	9.75	15.75	10.39	9.76	5.31
169	13.75	10.34	26.16	9.93	6.01	7.14	5.65	3.42	8.4	18.53	3.98	6.89	5.12	3.2	4.1	3.48	4.77	7.86	5.22	3.35	2.41
170	7.71	17.45	25.6	23.37	9.06	7.22	5.66	6.06	7.53	10.89	5	13.62	9.84	5.54	9.51	7.28	9.97	15	12.08	8.31	5.19
171	6.18	9.08	15.21	10.67	4.32	2.89	2.11	1.05	1.17	1.17	1.17	1.17	1.17	5.02	5.27	5.5	7.37	10.11	8.48	5.7	3.91
172	13.06	7	14	9.62	6.7	4.44	2.78	1.19	1.12	1.12	1.12	1.12	1.12	1.12	1.12	3.88	5.71	18.5	9.14	4.69	7.51
173	13.23	13.81	17.12	11.22	9.75	7.01	5.54	5.54	33.1	67.35	18.68	49.19	34.04	20.39	17	17.76	34.81	30.95	30.99	22.5	14.43
174	4.12	3.96	7.08	5.32	8.1	15.16	5.72	3.64	8.92	18.76	3.67	14.03	9.51	3.78	6.65	11.45	16.43	16.97	14.94	12.6	6.59
175	12.85	19.96	17.12	12.98	17.82	13.81	12.13	6.26	4.82	9.54	4.52	8.4	8.08	8.03	6.76	7.72	13.03	43.23	24.65	13.23	6.44
176	10.91	10.61	14.72	9.29	6.71	4.12	3.96	2.84	3.45	11.84	3.58	12.88	10.59	7.3	6.96	6.55	8.68	17.38	14.25	8.36	9.87
177	5.56	5.07	7.26	7	5.54	7.34	5.45	3.42	4.28	13.55	9.18	7.68	11.54	6.28	4.12	2.14	3.59	3.67	2.39	3.07	3
178	6.32	7.26	9.5	7.16	5.77	8.82	5.33	4.08	6.76	25.36	6.65	22.15	35.05	16.81	18.9	10.02	15.48	3.58	3.08	2.92	1.97
179	10.29	9.55	20.76	7.34	6.1	5.52	2.62	1.08	0.76	0.76	0.76	10.7	7.01	3.82	7.24	4.41	6.29	9.92	4.9	4.31	2.97
180	8.9	8.62	14.84	12.6	15.88	12.93	8.68	2.22	2.63	7.7	2.33	5.46	5.34	3.13	3.6	4.49	5.45	10.19	8.48	6.11	3.86
181	31.2	34.35	31.51	33.85	35.44	29.11	2.64	1.77	3.32	17.22	12.08	11.1	10.01	5.86	6.28	5.08	10.09	14.66	12.19	10.03	4.59
182	8.33	9.88	15.35	10.56	6.99	6.71	9.45	4.03	5.38	28.66	8.42	18.7	15.25	12.65	8.59	9.65	12.52	14.84	30.72	14.53	8.5
183	18.5	22.65	26.85	9.27	8.27	5.5	5.88	3.21	3.59	12.57	2.76	9.1	12.45	6.39	6.18	5.58	8.86	11.41	9.76	11.88	10.74
184	8.77	9.12	22.82	17.59	13.94	12.98	8.6	4.86	10.31	14.91	4.69	9.72	8.8	4.76	3.93	4.69	6.34	8.28	7.73	5.97	3.75
185	6.8	6.9	10.74	7	4.55	2.25	2.79	2.79	2.79	2.79	2.79	14.09	8.52	6	7.43	4.26	6.42	30.55	14.88	11.14	5.55
186	10.51	9.41	18.83	17.31	17.35	16.86	16.65	16.2	5.94	14.66	7.55	15.75	33.24	28.8	14.85	17.5	16.2	16.92	24.27	19	6.41
187	9.18	9.47	25.99	10.53	5.92	4.66	2.75	1.37	1.38	18.11	8.35	20.9	22.9	12.01	5.58	5.41	7.72	10.57	7.05	5.21	5.48
188	16.43	14.73	15.42	9.96	8.34	8.87	9.96	10.37	11.87	49.35	19.44	28.94	18.13	17.29	25.5	32.66	37.12	22.35	24.62	43.7	35.69
189	13.37	14.74	16.95	13.61	9	7.06	4.27	2.34	5.69	22.58	5.33	8.25	7.78	4.22	3.56	4.6	7.3	7.13	5.52	4.41	3.01
190	15.26	13.4	17.89	12.47	7.81	4.14	2.73	3.32	6.28	35.53	9.59	18.88	23.41	14.8	12.4	7.55	8.95	9.74	9.47	7.84	3.37
191	7.01	6.6	10.75	6.31	6.97	4.88	3.09	2.63	4.48	10.08	3.93	15.8	9.25	11.8	14.5	8.08	15.5	5.28	5.24	4.95	6.19
192	11.35	11.69	19.16	10.37	8.67	7.33	4.53	3.7	10.04	21.3	3.78	9.48	9.9	9.9	9.9	12.09	16.77	16.01	14.53	12.42	5.32
193	10.06	8.13	11.31	8.45	7.57	6.32	4.54	2.5	3.12	11.84	4.18	7.82	7.9	3.45	2.76	2.78	3.43	5.73	6.96	4.68	4.1
194	11.92	9.42	16.41	11.93	7.5	4.57	4.96	3.03	5.8	14.95	9.08	26.72	60.8	35	61.1	108.7	86.7	120.45	111.85	183	175
195	7.64	7.77	13.64	11.98	9.95	9.53	10.29	6.67	8.02	12.86	3.6	6.95	7.88	4.44	4.92	5.59	6.28	25.58	21.29	14.87	6.18
196	12	15.5	13.7	9.96	7.38	6.05	4.19	3.35	4.77	13.83	4.67	9.3	10.02	5.33	8.54	11.51	13.41	16.82	16.85	17.98	5.96
197	9.17	10.72	15.38	10.48	7.9	4.63	3.86	3.4	4.02	8.88	2.84	8.77	15.5	11.34	9.54	10.95	13.93	19.58	14.28	10.08	7.16
198	6.38	8.61	9.27	8	6.14	5.95	4.31	3.09	4.01	10.26	2.72	12.32	12.1	9.23	10.46	9.76	18	30.05	21.37	19.42	10.78
199	17.08	7.38	12.25	9.08	7.72	5.34	4.66	3.94	6.13	14.54	3.41	8.19	3.01	2.18	2.25	1.82	3.17	4.96	3.69	3.04	2.5
200	9.22	12.99	14.83	12.11	11.22	9.48	9.48	6.13	9.87	21.95	17.91	13.86	11.18	7.59	8.13	9.39	11.44	29.35	24.99	14.96	9.9
201	20.07	9.48	12.5	8.06	5.35	6.12	3.85	2.21	2.08	4.72	4.72	4.72	4.72	4.72	4.72	15.22	9.91	15.86	7.96	6.9	3.18
202	10.72	9.49	17.21	13.29	10.18	6.37	7.98	5.52	7.2	16.5	5.75	23.9	8.45	6.35	15.5	9.29	13.87	9.03	5.57	7.87	5.19
203	10.7	12.7	29.59	14.46	6.15	3.77	2.88	2.18	3.92	5.21	5.21	5.21	5.21	5.21	5.21	4.73	9.04	8.5	12.34	9.72	8.44
204	12.48	8.36	12.76	9.65	7.26	5.82	4.18	3.19	3.59	9.69	3.62	9.15	10.1	6.1	5.96	9.53	15.07	34.9	13.86	13.16	4.69
205	13.98	13.66	26.44	13.61	17.89	18.8	18.5	5.04	4.02	6.87	2.9	7.02	5.69	2.98	3.01	3.62	8.16	33.26	19.73	11.12	9.49
206	18.29	8.47	13.97	10.04	6.72	7.2	4.37	3.59	3.8	23.13	2.71	8.79	5.21	4.82	3.24	3.01	6.53	5.9	7.28	3.98	2.6
207	8.8	7.88	12.15	7.63	4.61	3.92	3.35	2.97	3.23	7.79	2.75	6.55	7.84	3.88	3.99	4.2	6.57	12.41	13.16	8.06	5
208	8.95	10.83	12.44	7.94	6.1	3.45	3.75	3.4	3.73	15.04	5.59	15.56	14.23	6.11	7.21	5.77	7.41	19.28	14.1	7.06	3.85
209	5.37	4.57	11.45	8.01	7.95	9.5	3.21	2.35	8.18	19.45	7.58	12.66	18.19	8.98	4.87	3.18	7.55	7.65	5.53	5.09	3.27
210	9.45	15.9	20.76	11.2	7.38	4.39	3.4	2.39	3.37	8.02	2.3	3.3	3.3	3.3	3.3	12.43	20.98	38.01	19.06	19.5	23.32
211	22.3	16.99	19.21	6.04	3.6	3.4	3.4	2.09	2.81	7.04	2.59	5.64	5.33	3.16	3.07	2.87	4.9	7.39	5.2	4.65	3.31
212	6.86	5.87	8.57	6.66	4.9	4.34	2.48	3.05	4.15	20.3	6.14	17.21	9.11	5.75	4.83	3.99	4.96	5.54	3.18	2.91	2.37
213	9.05	7.39	10.39	8.12	5.82	5.6	3.8	1.8	3.72	13.93	2.75	7.84	5.71	4.37	3.87	3.42	5.4	27.02	15.36	10.51	7.1
214	12.36	9.17	17.57	10.21	7.06	5.34	5.36	2.16	1.37	3.78	3.78	3.78	3.78	3.78	3.78	5.78	7.23	10.29	9.01	10.95	11.54
215	6.61	6.3	12.75	7.84	6.26	4.2	1.76	1.39	1.81	9.1	1.93	5.77	5.23	3.67	5.81	4.87	5.7	11.28	10.65	7.83	4.58
216	18	9.22	22.98	12.39	11.56	4.58	3.49	2.69	6.75	10.25	4.23	8.22	16.39	5.97	6.84	7.47	12.76	26.55	16.09	11.73	9
217	20.5	16.3	19.3	10.06	7.16	5	5.2	2.94	4.39	7.22	3.32	9.78	11.92	10.65	13.28	9.12	17.63	27.82	23.51	23.04	12.39
218	7.5	5.57	9.2	6.96	4.85	5.46	4.46	4.17	5.47	14.19	5.89	8.22	8.48	5.55	4.22	3.82	5.09	7.93	7.89	5.91	3.64
219	9.33	11.32	18.99	17.6	11.35	5.18	4.06	2.6	3.42	10.67	2.82	7.05	7.22	5.47	5.45	9.05	12.49	24.27	8.35	5.67	2.95
220	11.62	13.53	14.5	8.91	8.16	7.31	7.36	5.3	6.2	9.27	3.68	10.92	14.25	8.91	7.88	11.57	11.96	24.6	15.37	10.02	6.06
221	16.28	12.61	29.51	15.52	13.8	4.27	3.62	3.16	3.06	7.38	3.44	6.58	5.8	4.18	4.22	4.65	9.71	16.41	13.6	6.91	5.56
222	10.37	9.76	16.64	11.62	8.11	5.67	4.48	2.95	4.07	10.88	2.67	9.53	45.4	30.19	11.14	7.48	9.03	11.11	15.03	21.57	11.52
223	7.99	8.79	16.03	9.87	7.08	5.14	3.93	3.19	4.05	8.68	4.97	9.79	11.9	9.6	13.08	15.16	10.15	18.76	13.07	8.22	6.06
224	7.32	7.58	13.64	5.82	4.85	4.16	3.07	2.7	3.9	13.6	5.28	10.43	7.39	7.61	5.2	3.93	5.15	9	8.94	5.54	2.89
225	5.21	4.74	6.68	5.43	4.59	4.89	5.31	3.72	5.9	16.14	4.49	12.16	15.36	9.72	7.39	5.75	9.87	12.21	12.74	11.43	8.77
226	9.17	8.85	8	6.55	5.53	5.24	4.12	2.41	5.6	24.98	3.69	7.09	3.73	2.86	2.68	2	3.83	3.33	3.34	3.9	2.84
227	8.2	9.87	31.43	9.72	7.15	4.05	2.63	2.35	2.94	14.17	5.04	12.19	12.48	9.11	8.94	8.5	10.55	40.88	47.41	56.37	31.9
228	10.17	8.39	16.14	13.25	8.89	7.44	4.67	3.39	3.88	12.52	3.63	10.11	14.15	11.71	8.22	6.01	12.93	21.21	32.54	12.77	6.23
229	12.64	13.18	17.78	12.28	6.11	4.72	4.26	2.87	4.48	8.68	9.71	14.76	19.77	13.61	10.78	9.28	10.32	13.14	11.65	6.88	4.58
230	8.34	7.39	12.28	10.09	7.89	6.77	5.65	6.46	10.02	16.9	7.09	11.43	15.03	7.05	6.34	13.28	11.26	14.04	15.83	9.57	5.81
231	10.44	12.68	14.88	13.15	8.19	4.24	4.03	2.16	3.37	8.55	2.5	9.13	13.5	9.57	9.76	10.61	12.97	17.02	8.06	5.6	2.79
232	7.03	6.2	9.21	8.02	7.63	10.83	7.38	2.39	3.6	11.54	3.12	6.69	3.76	2.7	2.3	1.82	3.2	4.99	5.65	8.86	4.55
233	5.13	5.93	8.05	5.37	4.17	2.4	1.03	2.69	8.4	28.5	5.15	13.71	9.35	5.24	7.93	4.57	6.73	13.19	8.63	4.33	3.18
234	8.22	10.69	18.55	10.61	7.72	5.09	4.07	2.26	3.39	8.61	9.27	9.27	9.27	13.47	9.38	11.62	16.55	20.4	11.51	9.06	7.87
235	8.53	10.16	15.71	11.8	9.36	5.1	3.83	3.25	6.9	10.47	3.93	7.93	11.87	7	5.73	6.76	6.3	8.94	9.22	5.65	3.97
236	12.87	8.1	13.17	7.83	7.76	7.56	8.56	3.42	7.56	39.99	9	17.48	16.24	17.53	10.43	6.46	7.78	12.59	15.12	6.89	3.21
237				13.82	9.46	14.16	5.99	2.1	2.52	12.6	2.7	5.2	3.16	1.71	2.27	2.15	3.36	2.97	2.86	5.79	2.63
238			17.55	13.87	8.35	8.16	9.58	6.6	7.87	17.02	6.14	11.7	9.33	7.82	6.59	10.53	11.99	13.52	12.81	10.95	9.71
239	10.88	9.26	16.38	8.27	6.37	4.56	4.48	2.43	3.18	9.4	2.92	8.6	11.16	5.66	4.31	5.28	7.61	9.91	3.37	2.38	1.47
240	11.1	14.64	12.82	10.56	8.55	9.37	11.88	6.77	9.77	21.05	13.21	18.77	18.99	13.49	5.64	8.1	7.99	8.23	6.95	6.74	5.64
241	15.96	15.85	14.11	9.59	10.5	9.2	10.77	7.76	12.15	23.19	6.39	9.3	6.56	6.3	7.25	9.89	8.79	9.64	9.98	7.98	5.02
242	8.3	8.83	12.88	8.23	6.49	3.97	2.96	1.86	1.52	3.42	3.42	3.42	6.4	5.14	7.95	9.24	16.45	24.5	17.69	20.02	14.02
243	9.5	12.97	16.3	10.5	7.93	6.34	5.27	3.83	4.88	9.79	4.2	13.8	11.22	6.28	6.14	8.8	13.93	25	17.85	14.9	10.94
244	11.69	7.91	8.6	5.59	4.45	4.01	2.87	1.87	2.03	6.23	3	6.16	8.08	4.12	5.83	6.53	7.62	7.57	7.16	8.07	9.66
245	12.3	16.16	27.04	19.25	13.55	9.75	3.18	2.97	6.22	7.94	6.47	14.3	10.24	7.05	10.28	6.95	9.62	18.59	19.45	16	7.43
246	12.37	6.31	8.29	8.45	5.52	4.64	3.45	2.61	3.02	10.15	4.12	6.22	6.1	3.5	6.75	4.78	4.95	7	7.44	4.66	2.83
247	6.43	5.1	7.47	4.92	4.42	3.19	2.65	2.63	2.98	7.8	3.98	11.69	14.38	10.51	8.59	12.05	16.53	31.62	24.74	15.29	12.06
248	14.79	8.22	14.2	13.15	8.12	5.38	5.24	4.44	9.05	10.72	4.16	10	8.89	9.03	8.66	6.48	7.7	8.2	7.53	6.46	7.44
249	11.55	6.9	9.63	6.42	4.7	5.52	3.6	2.96	5.56	17.36	2.73	6.84	9.2	4.04	2.61	3.88	6	6.42	5.69	5.13	2.85
250	12.39	18.16	15.99	18.78	14.93	10.48	6	4.52	5.15	8.38	3.35	9.01	11.47	12.96	13.16	10.65	13.88	18.75	16.56	13.74	7.05
251	15.35	10.27	13.38	13.5	5.66	4.85	3.56	2.32	2.92	6.59	2.96	6.54	7.25	5.88	5.4	4.04	6.18	6.42	4.98	3.81	2.94
252	6.04	10.12	10.95	8.38	7.19	5.47	4.61	5.23	7.38	37.98	4.72	9.8	12.86	7.01	5.19	3.57	5.35	10.08	8.25	6.82	3.98
253	9.6	12.59	14.9	10.36	8.06	5.73	4.17	2.99	3.17	8.75	3.79	8.42	7.67	5.25	4.42	4.85	7.97	13.41	12.4	14	5.55
254	17.55	9.83	15.33	10.69	8.28	7.8	4.54	2.16	2.42	3.82	3.82	3.82	3.82	3.82	3.82	4.95	7.15	12.76	10.88	7.03	5.26
255	19.29	7.8	11.51	7.3	5.7	6.65	4.96	5.36	8.25	38.61	6.6	15.51	31.54	17.23	20.4	10.75	14.69	14.88	7.99	6.43	3.65
256	13.16	7.06	11.51	8.1	5.92	4.37	5.13	5.58	9.3	18.8	9.4	13.15	12.52	8.45	6.58	7.08	8.91	8.61	9.28	9.66	5.28
257	12.2	15.15	14.3	11.25	10.76	6.07	3.26	2.41	6.37	11.8	2.77	8.52	7.19	4.19	8.38	12.47	11.65	17.96	10.89	5.84	3.29
258	4.4	4.77	7.85	5.71	5.09	5.51	4.68	4.34	5.4	14.7	4.1	7.07	6.27	4.66	3.4	3.02	5.16	5.56	5.38	5.2	3.36
259	17.74	10.39	16.44	11.39	6.93	6.28	5.39	5.72	12.37	25.32	7.64	22.24	37.4	19.98	12.37	10.56	13.39	26.3	17.03	15.7	6.74
260	9.41	8.84	17.68	6.61	4.74	3.26	1.45	1.65	2.38	7.26	3.04	9.13	7.63	4.52	5.13	5.38	6.38	16.74	17.56	13.6	6.86
261	12.97	13.81	12.45	7.94	6.45	5.74	4.38	4.58	11.7	36.6	12.49	15.29	12.14	7.26	8.32	9.54	18.94	24.77	21.26	16.89	13.24
262	8.92	8.14	12.73	9.02	6.5	4.7	5.13	5.25	9.28	39.6	11.21	19.51	35.14	18.67	18.23	17.22	28.34	31.39	22.38	14.9	10.03
263	10.03	8.4	14.32	14.24	10.38	11.32	7.85	5.62	5.49	12.69	5.61	12.43	8.93	6.39	6.46	6.37	6.18	6.49	5.17	5.22	4.31
264	8.96	6.5	11.27	7.85	6.35	5.47	8.01	2.57	3.47	8.4	3.57	8.1	10.75	8.59	7.69	8.6	9.08	29.12	19.26	13.95	8.67
265	7.1	9.92	13.29	9.14	6.7	5.65	4.45	2.89	3.72	15.45	4.59	15.22	15.33	10.3	9.58	4.56	6.13	5.74	5.85	4.99	3
266	6.25	5.91	9.2	7.02	5.56	4.43	4.51	2.37	2.69	6.19	2.31	6.24	6.19	4.05	3.49	3.88	7.62	15.08	10.14	7.88	4.27
267	11.18	9.34	23.2	10.05	6.69	4.23	3.85	3.2	3.33	9.98	4.43	11.1	11.47	6.12	6.07	5.77	8.58	16.3	14.26	9.88	6.53
268	14.41	8.36	16.58	12.86	5.49	4.7	4.11	4.84	4.53	12.36	4.49	15.76	14.82	10.92	17.49	17.5	25.28	11.9	10.29	22.5	13.76
269	8.41	7.71	12.45	8.75	5.45	5.16	4.28	3.4	3.97	7.86	4.9	15.33	14.2	6.99	6.64	12.88	13.98	15.07	14.21	8.71	5.22
270	5.73	5.98	11.85	8.13	5.55	5.49	4.51	2.48	3.28	11.07	4.54	7.46	12.38	10.5	12.35	9.46	13.69	8.48	8.03	10.51	10.89
271	24.7	19.23	33.09	15.69	10.05	10.33	5.09	6.14	14.94	19.9	5.9	9.17	21.25	8.84	6.99	9.12	9.66	16.5	13.17	7.36	4.06
272	10.69	11.36	18.92	14.81	13.57	9	8.57	11.56	23.56	77.88	57.03	56.99	66.24	31.97	26.8	16.73	21.7	25.68	19.07	13.91	6.98
273	6.22	16.76	14.1	11.94	13.86	13.88	6.96	3.35	9.02	10.27	3.05	7.02	5.88	5.59	6.63	11.88	11.3	15.03	11.29	10.01	2.97
274	13.01	6.23	11.28	8.14	7.2	6	4.52	2.85	2.51	8.64	2.69	8.16	18.12	12.15	10.43	7.84	9.72	15.39	6.33	6.2	3.57
275	21.5	10.2	15.03	10.76	6.63	5.06	3.53	2.68	3.54	10.24	2.97	6.98	6.97	5.76	5.35	4.96	7.23	27.46	15.15	14.08	6.64
276	7.7	7.45	11.15	8.09	5.88	4.08	3.04	2.77	3.99	12.39	3.27	7.89	6.09	3.85	5.08	7.55	10.8	22.34	17.47	10.98	4.55
277	9.95	9.78	14.22	9.85	7.55	5.18	3.91	3.22	2.9	8.68	4.89	8.01	9.66	5.89	7.9	6.58	9.28	13.6	11.3	8.38	5.2
278	18.84	13.44	15.32	10.27	6.81	4.88	3.31	2.82	10.79	27.77	5.37	16.67	21.8	23.51	32.8	14.12	14.66	17.9	20.52	27.42	15.98
279	7.17	4.74	6.47	5.14	5.93	10.12	3.65	3.12	4.03	19.1	7.18	26.02	16.05	8.85	8.32	11.9	15.14	16.37	10.87	10.76	6.62
280	22.9	23.35	36.6	11.23	8.13	6.96	3.72	3.28	5.9	13.05	5.15	11.73	16.35	7.03	7.35	10.91	17.11	30.93	10.63	5.72	4.33
281	10.57	10.97	19.3	14.6	9.68	5.94	3.78	3.93	6.35	24.26	5.99	15.14	13.69	9.47	8	6.41	11.43	33.88	19.34	14.69	11.07
282	7.86	8.89	24.58	14.73	13.43	12.09	12.45	10.78	4.2	9.97	3.2	7.85	8.55	5.98	7.03	7.64	10.65	30.12	21.24	23.46	12.21
283	17.07	18.59	24.27	16.6	7.28	8.46	6.41	4	2.5	6.5	2.15	6.12	5.13	3.05	2.78	3	7.7	28.53	15.84	10.76	3.88
284	5.54	5.98	10.76	10.29	8.08	7.65	3.81	3.58	10.66	24.52	4.5	13.59	11.94	4.92	5.27	3.4	5.52	7.19	6.7	10.23	3.88
285	7.8	8.64	16.08	10.82	7.43	5.29	4.51	4.14	4.33	16.5	7.31	22.62	15.54	20.69	12.42	10.64	10.26	5.74	5.9	3.81	2.35
286	12.73	15.89	25.1	23.92	17.27	6.92	3.92	3.84	5.84	11.23	4.34	10.74	13.6	13.8	7.8	13.1	16.3	12.67	14.07	6.95	5.56
287	12.42	10.19	16.9	14.13	10.19	5.51	5.04	4.13	7.54	15.58	5.38	13.36	19.78	11.55	6.89	10.33	12	15.42	14.99	7.88	5.17
288	15.9	13.63	17	10.26	6.69	5.21	4.98	3.97	2.76	7.62	2.61	6.76	6.29	4.26	4.03	4.12	6.76	12.8	12.48	7.17	3.46
289	16.45	12.19	12.88	7.54	5.52	3.7	3.36	1.86	2.53	6.98	2.7	6.57	13.42	7.93	9.16	7.03	8.06	11.25	14.43	8.68	9.18
290	8.01	8.61	13.93	11.53	7.7	7.25	6.46	3.89	7.8	20.7	5.53	10.05	6.06	4.91	5.08	4.98	7.94	26.92	20.55	15.1	6.75
291	8.1	7.93	11.23	8.73	6.75	5.19	3.21	2.68	2.67	7.56	3.23	7.56	7.77	7.04	5.44	4.38	6.01	8.34	6.36	3.21	1.53
292	6.05	6.37	10.46	8.29	5.06	4.1	3.43	2.99	3.76	13.4	3.44	7.95	7.93	3.93	3.79	2.84	4.32	9.4	12.69	12.98	9.23
293	16.18	10.39	15.06	12.12	11.2	6.42	6.35	5	17.8	24.6	15.2	19.02	20.49	11.57	11.73	17.95	16.26	37.56	26.2	12.54	8.83
294	7.28	7.78	11.81	8.2	6.33	4.7	3.32	2.52	2.58	11.28	2.35	5.89	4.69	6.16	6.16	9.24	6.96	16.05	28.9	28.96	5.59
295	14.45	8.4	14.19	8.84	5.99	4.92	3.86	2.17	2.8	7.67	2.6	6.89	8.48	4.19	3.7	3.78	9.7	16.26	16.24	12.46	7.66
296	7.54	7.16	13.22	10.83	7.28	6.98	7.52	4.02	4.84	17.15	4.9	7.91	6.84	5.52	4.03	3.33	5.04	7.41	7.09	9.05	4.85
297	9	8.09	13.9	9.42	6.44	4.1	5.78	4	5.47	10.83	4.35	10.11	16.29	7.94	9.52	8.22	10.92	11.65	12.43	13.55	7.8
298	4.05	6.48	6.48	6.93	4.6	5.21	4.55	3.76	13.06	24.77	3.61	9.54	5.34	3.73	3.61	2.59	5.27	4.1	3.94	4.96	4.14
299	12.67	8.15	17.1	18.11	9.42	7.94	4.6	4.24	7.79	18.51	9.38	15.45	33.37	25.2	22.99	34.8	27.35	39.62	32.98	33.02	10.39
300	5.6	7.6	12.94	9.55	7.2	6.98	5.31	3.91	3.48	12.88	3.86	7.71	6.61	4.47	4.58	4.68	8.15	12.7	12.58	11.11	7.47
301	12.88	18.99	13.4	12.26	8.7	6.55	5.27	4.26	21	26.36	3.36	13.39	11.76	6.04	3.93	7.06	8.03	12.22	11.28	9.5	5.61
302	12.6	12.79	12.5	9.3	8.17	6.69	5.36	3.48	3.16	6.93	3.58	6.16	6.14	5.95	4	4.13	5.4	6.93	5.59	15.92	9.8
303	5.59	6.98	9.78	7.55	5.56	6.66	3.76	2.84	5.82	30.26	3.99	9.62	7.37	9.15	9.15	22.05	29.99	20.7	12.14	12.38	8.37
304	6.53	5.76	10.7	8.62	8.66	4.63	4.33	4.14	6	9.99	5.4	11.19	12.46	7.55	6.14	6.59	8.72	10.2	10.26	6.84	4.56
305		28.9	41.46	27.67	14.13	7.18	7.41	6.08	6.81	16.22	5.88	9.47	11.69	5.34	6.59	5.19	9.59	22.33	13.09	8.28	4.16
306	27	30.47	38.68	19.4	14.12	7.81	5.26	3.8	5	17.75	9.02	9.65	10.17	4.5	4.47	5.76	8.01	23.09	7.16	4.17	3.89
307	9.26	10.9	18.73	7.05	5.63	4.43	4.61	4.16	9.01	16.73	4.52	11.29	13.65	7.43	5.46	7.32	11.26	14.48	8.48	6.12	3.93
308	10.79	12.08	19.09	13.34	13.86	7.87	7.9	7.37	14.41	44.86	4.51	10.61	8.94	5.47	8.33	6.42	8.89	40.23	9.09	5.84	2.93
309	17.94	25.5	28.05	17.13	13.37	13.68	13.39	10.47	22.81	34.5	5.96	14.57	11.98	6.69	6.02	6.25	11.22	20.35	9.18	9.59	3.37
310	10.54	11.79	13.24	9.49	7.18	5.18	5	4.68	15.78	28.48	15.87	26.38	25.75	14.13	13.71	24.45	21.99	16.5	11.19	9.46	8.04
311	7.85	10.7	21.3	17.2	11.94	8	2.54	2.2	5.11	14.31	4.08	8.35	8.94	5.45	5.09	4.74	7.67	8.75	5.96	4.57	3.2
312	8.25	7.8	11.36	7.32	5.85	5.84	5.13	5.52	8.73	11.5	5.08	11	12.79	6.9	6.29	9.68	11.19	15.63	11.66	8.54	4.76
313	10.8	10.46	17.1	11.07	9.89	5.74	5.19	6.5	12.3	25.5	5.68	12.61	11.5	9.55	14.12	17.1	20.84	21.36	10.84	9.69	7.16
314	7.82	8.15	11.97	9.5	6.26	4.09	2.98	2.19	4.21	8.3	3.55	7.72	9.01	7.23	5.93	5.24	7.69	14.5	15.67	20.49	14.4
315	40.8	29.3	39.54	21.15	11.59	11.19	6.7	7.26	22.85	45.48	13.34	31.66	34.63	32.8	28.23	15.66	21.5	27.28	34.48	79.88	50.88
316	12.2	10.08	11.78	9.62	7.9	3.64	2.98	2.31	2.74	7.67	2.66	8.29	8.68	4.15	3.97	3.59	5.84	6.68	5.77	4.22	2.84
317	13.08	9.05	14.97	9.58	7.1	6.45	5.27	3.32	7.84	17.87	10.98	17.67	22.75	13.99	13.35	15.36	18.68	21.3	22	19.21	31.89
318	19.06	14.07	24.56	15.55	8.13	7.59	5.1	3.53	5.29	18.69	6.25	12.94	16.6	13.83	14.1	10.76	8.03	7.73	4.85	3.01	2.51
319	19.2	18.4	20.98	14.19	10.39	6.93	4.54	1.78	2.61	3.5	3.5	3.5	3.5	3.5	7.51	6.56	7.26	11.75	8.49	5.29	3.91
320	10.44	7.82	9.36	7.36	5.61	5.13	3.34	2.78	2.83	7.07	2.55	13.65	11.36	6.85	4.5	3.95	5.73	9.56	6.65	8.32	3.7
321			24.74	18.45	14.47	11.3	12.79	22.43	49.82	85.6	48.5	76.02	95.96	107.9	47	27	34.86	45.78	36	37.5	26
